Streamer_ID,Avg_Viewers,Peak_Viewers,Genre_Type,Donation_Amount,Hours_Streamed,Platform_Type
1997.0,918.66,78.69,5.6,10.06,373.09,
1998.0,206.57,0.03,0.92,93.69,706.77,Medium
1999.0,167.29,60.01,9.07,6.81,891.11,Low
2000.0,292.42,37.37,0.7,9.15,433.19,Low
2001.0,311.49,40.48,0.8,96.79,600.42,Low
2002.0,618.65,48.69,2.89,73.62,410.79,High
2003.0,954.14,39.38,2.04,15.77,71.35,Low
2004.0,307.7,19.07,2.37,42.74,0.19,Low
2005.0,99.5,93.84,5.06,48.82,842.5,High
2006.0,,39.54,6.9,92.64,929.03,Low
2007.0,97.85,93.83,4.65,92.66,400.49,Unknown
2008.0,644.99,,7.4,53.68,3.07,Low
2009.0,10.96,82.42,3.33,92.68,937.13,Medium
2010.0,385.23,75.59,2.82,60.22,598.65,Low
2011.0,868.22,0.93,5.03,83.52,486.1,Medium
2012.0,480.53,4.13,7.5,30.87,365.06,Low
2013.0,499.77,74.7,3.5,52.54,538.36,Unknown
2014.0,146.1,21.25,7.63,86.56,703.18,Unknown
2015.0,124.97,6.36,5.1,17.82,838.91,High
2016.0,511.8,53.77,1.74,81.47,360.94,Unknown
2017.0,493.03,74.44,7.36,46.41,325.86,Medium
2018.0,314.37,51.85,0.67,13.94,74.42,High
2019.0,121.22,25.17,5.6,79.82,353.28,Unknown
,232.95,28.88,0.33,30.14,801.26,Medium
2021.0,298.25,88.47,,38.86,320.33,Medium
2022.0,991.29,3.27,9.15,37.06,56.2,High
2023.0,915.92,82.6,1.4,41.71,255.72,Unknown
2024.0,973.22,95.08,2.42,39.37,,Medium
2025.0,782.64,84.44,9.47,43.07,46.62,Unknown
2026.0,671.94,19.92,4.22,25.93,320.14,Low
2027.0,366.34,61.91,2.64,41.77,552.36,Medium
2028.0,652.55,80.76,7.2,92.28,270.99,Unknown
2029.0,845.92,23.16,2.02,21.21,772.79,High
2030.0,180.98,54.96,4.09,,338.91,Medium
2031.0,37.82,13.49,4.79,61.45,5.96,Low
2032.0,558.97,78.66,0.58,73.94,300.75,
2033.0,211.65,13.74,3.75,54.77,271.57,Low
2034.0,575.49,54.09,3.38,54.24,414.18,Unknown
2035.0,120.27,69.89,5.43,59.62,724.95,Low
2036.0,178.76,23.18,6.22,69.59,658.05,Low
2037.0,364.37,57.01,9.19,83.46,13.57,Medium
2038.0,778.25,29.36,8.01,78.33,731.95,Low
2039.0,518.38,50.97,9.92,71.76,825.57,Unknown
2040.0,468.39,61.8,9.53,24.81,423.91,Medium
2041.0,413.41,29.02,8.19,37.4,526.44,Unknown
2042.0,567.41,51.22,8.06,53.19,774.72,High
2043.0,838.46,37.48,3.66,14.87,468.72,Unknown
2044.0,469.3,95.01,5.73,81.36,905.22,High
2045.0,395.61,20.15,2.27,14.18,883.87,Low
2046.0,420.5,7.14,8.98,69.57,606.11,Low
2047.0,280.04,28.85,5.68,56.29,900.67,High
2048.0,864.75,29.74,6.55,68.06,525.65,High
2049.0,387.37,38.81,5.07,5.08,378.44,High
2050.0,192.07,99.18,8.26,78.84,117.8,Medium
2051.0,809.4,7.25,7.11,80.37,389.56,Medium
2052.0,709.55,,9.36,70.79,707.65,Low
2053.0,257.33,1.18,9.27,26.05,979.42,Unknown
2054.0,258.3,27.48,9.46,,750.89,High
2055.0,102.11,3.64,6.77,0.25,258.27,Unknown
2056.0,693.09,47.4,7.0,45.06,659.28,Unknown
2057.0,554.11,64.98,1.44,88.71,571.55,Low
2058.0,944.59,78.8,1.16,17.74,38.43,Medium
2059.0,605.29,,8.71,87.82,780.96,Unknown
2060.0,942.09,71.22,5.65,22.61,964.04,Medium
2061.0,870.17,80.64,6.73,13.09,599.35,Low
2062.0,169.72,47.62,1.03,67.67,884.06,Low
2063.0,34.99,50.87,0.58,73.45,496.45,Medium
2064.0,133.54,83.02,6.93,87.09,293.79,Medium
2065.0,,67.36,6.78,38.3,775.05,Medium
2066.0,113.37,0.5,5.9,65.32,832.16,Unknown
2067.0,688.22,85.16,7.97,12.75,272.2,High
2068.0,611.23,75.42,3.31,97.59,461.9,
2069.0,420.79,19.52,8.05,35.05,704.8,Low
2070.0,448.4,75.0,7.49,58.53,514.82,High
2071.0,718.71,15.2,0.8,63.24,653.6,High
2072.0,722.08,15.12,3.59,13.99,72.18,Medium
2073.0,575.82,42.38,5.81,43.34,24.78,High
2074.0,974.43,81.19,3.94,75.93,25.4,Unknown
2075.0,396.69,14.14,1.24,89.0,702.14,High
2076.0,924.57,48.59,7.21,31.59,244.13,Unknown
2077.0,535.65,7.47,2.31,25.72,204.7,Unknown
,722.79,24.52,9.35,53.38,555.46,High
2079.0,792.16,53.57,4.42,44.1,821.96,Unknown
2080.0,541.9,48.27,6.47,88.45,10.88,Medium
2081.0,,14.83,3.52,93.98,155.18,Medium
2082.0,382.61,81.04,4.39,49.93,919.89,High
2083.0,244.33,73.58,0.6,87.75,123.44,Low
2084.0,470.23,35.21,1.34,59.25,452.7,Unknown
2085.0,319.72,73.78,6.04,69.77,999.61,High
2086.0,963.21,97.25,1.22,23.03,739.26,Low
2087.0,231.34,76.46,3.43,5.51,709.53,Unknown
2088.0,441.18,9.77,1.62,79.22,147.45,Unknown
2089.0,466.9,22.43,4.96,26.69,234.45,
2090.0,502.88,72.35,0.7,70.63,319.07,Low
2091.0,884.1,73.63,4.05,26.17,151.58,Unknown
2092.0,622.22,79.74,7.31,67.94,362.21,High
2093.0,533.34,71.88,5.95,61.2,875.7,Medium
2094.0,443.85,99.18,4.66,92.31,268.95,High
2095.0,910.23,74.52,8.18,63.37,780.98,Medium
2096.0,332.46,63.69,5.05,34.45,306.67,Unknown
2097.0,541.06,1.25,8.57,94.62,483.38,Unknown
2098.0,667.8,30.57,5.67,45.59,581.66,Low
2099.0,334.35,77.54,8.45,77.76,107.39,Medium
2100.0,947.71,47.94,2.49,12.12,898.01,Medium
2101.0,712.21,84.18,9.01,27.55,491.15,Low
2102.0,129.05,71.22,2.19,66.73,555.18,Unknown
2103.0,733.8,89.79,5.95,3.71,955.67,Medium
2104.0,712.26,79.91,4.65,53.23,58.05,Low
2105.0,487.21,78.11,9.16,12.31,533.45,High
2106.0,790.6,80.73,0.86,79.43,824.5,Low
2107.0,480.27,76.38,3.45,36.51,828.19,Medium
2108.0,446.01,56.49,6.56,62.64,198.15,Low
,267.62,10.2,9.46,,422.6,High
2110.0,878.37,36.88,4.07,51.41,529.61,Unknown
2111.0,34.47,46.36,2.11,95.36,219.65,Medium
2112.0,13.97,67.77,3.46,60.94,134.92,Unknown
2113.0,727.13,86.71,8.03,,285.23,High
2114.0,522.29,10.09,2.53,52.21,214.94,Unknown
2115.0,361.34,60.34,5.69,76.69,820.89,Low
2116.0,583.63,24.23,8.81,11.34,895.1,High
2117.0,909.6,73.6,1.03,84.64,129.19,Unknown
2118.0,317.38,43.75,8.27,21.43,271.78,High
2119.0,472.77,29.66,4.43,88.46,651.26,Low
2120.0,665.93,0.49,6.55,76.27,551.22,Unknown
2121.0,325.14,55.27,,73.11,882.15,Medium
2122.0,116.72,84.85,7.39,90.83,827.58,Low
,385.83,36.7,1.89,27.53,874.51,High
2124.0,708.24,74.45,0.03,54.59,607.72,
2125.0,639.96,68.31,2.38,23.49,271.72,Medium
2126.0,934.83,92.49,2.19,75.09,850.06,Low
2127.0,291.04,10.06,9.65,72.67,74.14,Low
2128.0,869.79,24.67,0.08,84.41,956.5,Medium
2129.0,956.16,94.73,3.21,77.8,217.19,High
2130.0,293.01,82.35,6.35,40.62,149.44,Unknown
2131.0,498.83,26.98,5.99,7.89,438.98,High
2132.0,593.01,43.25,7.51,77.19,197.23,Unknown
2133.0,8.88,1.43,1.05,12.9,972.69,Medium
2134.0,838.29,47.04,9.45,47.84,283.41,Medium
2135.0,587.02,,6.27,20.8,,Unknown
2136.0,,28.58,3.8,34.06,353.97,Unknown
2137.0,367.18,25.72,9.93,12.53,919.29,Low
2138.0,868.79,64.61,7.61,79.03,923.81,Unknown
2139.0,117.97,79.31,3.56,0.98,103.19,Medium
2140.0,64.41,59.04,9.68,61.94,608.94,Unknown
2141.0,597.3,96.79,5.5,37.77,840.28,Unknown
2142.0,478.5,2.74,3.55,67.93,204.94,High
2143.0,885.91,99.06,5.72,63.53,50.25,Low
2144.0,720.72,63.95,0.19,90.8,133.17,Medium
2145.0,992.15,53.68,,57.86,90.92,Low
2146.0,978.03,76.94,2.62,59.81,,Medium
2147.0,866.65,32.51,,94.21,187.57,Unknown
2148.0,,48.32,6.87,31.37,713.9,Medium
2149.0,,98.85,4.41,92.77,873.22,Unknown
2150.0,759.33,21.26,2.15,26.88,792.66,Low
2151.0,,60.71,5.61,90.77,580.45,
2152.0,574.1,19.35,3.99,53.9,313.47,Low
2153.0,379.51,22.36,5.64,29.42,160.28,Unknown
2154.0,576.9,71.8,5.79,43.7,664.32,
2155.0,944.6,76.12,7.16,79.4,175.82,Unknown
2156.0,451.22,64.7,8.94,76.71,366.81,Medium
2157.0,394.13,47.61,3.96,6.03,724.52,Low
2158.0,480.92,64.7,6.48,71.51,619.75,Unknown
2159.0,980.41,82.26,1.22,8.4,899.71,Medium
2160.0,189.05,57.73,7.94,55.53,85.54,Low
2161.0,521.84,69.87,4.7,62.44,114.07,High
2162.0,573.01,75.69,6.18,79.79,504.13,Unknown
2163.0,693.67,51.72,4.25,20.14,399.47,Low
2164.0,974.93,89.54,8.04,91.56,546.38,Unknown
2165.0,808.45,69.97,2.33,91.0,737.65,High
2166.0,114.46,33.25,8.6,85.91,818.85,High
2167.0,814.31,66.21,6.82,46.03,574.37,Unknown
2168.0,3.65,14.95,2.58,23.77,913.13,Low
2169.0,472.92,59.21,4.34,60.82,532.41,Medium
2170.0,808.58,4.41,0.23,4.98,845.03,High
2171.0,959.75,27.84,8.65,84.07,176.14,Low
2172.0,281.68,94.58,0.88,17.23,807.58,Medium
2173.0,503.8,41.28,9.55,82.79,433.18,Low
2174.0,869.61,62.95,3.0,33.44,989.12,Unknown
2175.0,10.8,67.06,,37.94,454.24,Medium
2176.0,762.94,47.66,1.53,3.55,852.7,High
2177.0,337.02,46.59,2.25,92.35,949.71,Medium
2178.0,522.67,7.09,2.93,43.36,517.61,Unknown
2179.0,603.6,52.99,4.97,64.23,811.35,Medium
2180.0,27.05,45.27,9.79,40.31,945.32,Unknown
,357.54,82.1,5.66,55.73,65.02,High
2182.0,848.23,22.38,8.8,50.7,886.99,Unknown
2183.0,928.5,16.37,4.21,86.53,674.04,Unknown
2184.0,681.79,23.76,8.56,94.28,13.5,Medium
2185.0,340.88,18.47,0.66,39.19,154.58,Medium
2186.0,892.54,71.46,0.21,3.01,190.51,Medium
2187.0,13.71,65.58,5.42,7.44,95.17,Low
2188.0,555.17,92.17,1.21,94.45,801.45,Medium
2189.0,171.26,60.37,3.67,48.5,19.04,Unknown
2190.0,732.07,14.85,1.31,42.3,759.53,Medium
2191.0,368.95,5.82,2.54,37.94,557.41,Unknown
2192.0,470.05,54.38,3.52,71.56,44.45,Low
2193.0,846.25,68.76,0.63,74.29,400.54,
2194.0,659.52,4.33,3.0,11.59,374.39,Unknown
2195.0,210.66,77.42,0.81,20.98,202.57,Low
2196.0,850.81,92.17,7.22,56.95,524.56,Low
2197.0,173.49,80.93,3.37,22.25,455.33,Medium
2198.0,571.99,21.52,,15.52,249.88,Unknown
2199.0,854.22,94.03,6.0,69.58,317.35,Unknown
2200.0,682.07,65.76,5.68,77.69,172.36,Low
2201.0,947.47,33.8,5.07,93.14,966.84,Low
2202.0,8.35,69.72,2.52,98.63,200.73,High
2203.0,534.29,64.31,8.26,15.72,248.66,Unknown
2204.0,168.79,21.19,3.77,,467.09,Low
2205.0,544.76,70.25,4.08,84.85,418.03,Low
2206.0,269.51,28.74,,55.99,900.92,Low
2207.0,440.87,48.58,3.63,82.23,714.69,Unknown
2208.0,666.82,28.65,3.2,86.22,739.03,Unknown
2209.0,80.28,74.63,4.96,89.75,423.06,Unknown
,513.4,1.29,3.21,96.79,867.11,Unknown
2211.0,397.37,25.82,2.83,27.96,895.46,Medium
2212.0,454.44,85.5,7.76,91.17,952.03,Unknown
2213.0,351.71,12.74,,18.1,85.56,Low
2214.0,203.04,19.19,5.59,42.9,311.76,High
2215.0,406.53,99.86,0.62,70.1,305.78,Unknown
2216.0,850.39,49.62,1.93,99.74,855.36,Medium
2217.0,,82.41,4.56,87.93,546.29,Unknown
2218.0,574.83,17.64,3.05,21.71,504.11,
2219.0,950.28,14.66,0.35,30.24,952.0,High
2220.0,581.25,14.24,1.24,56.56,66.61,Low
2221.0,261.51,48.02,7.64,18.66,495.02,Unknown
2222.0,832.78,33.97,1.37,93.17,482.53,Low
2223.0,140.58,53.41,7.45,6.35,59.14,High
2224.0,202.78,82.47,3.46,57.7,851.41,High
2225.0,567.64,73.14,7.88,95.02,328.53,Low
2226.0,871.61,56.19,0.34,,533.61,Medium
2227.0,69.73,24.94,9.69,51.32,129.72,Low
2228.0,498.78,95.81,4.66,,552.3,High
2229.0,877.17,44.46,5.42,11.09,988.31,Medium
2230.0,476.04,30.13,3.2,71.49,301.41,Medium
2231.0,121.56,33.97,4.32,62.55,768.9,Medium
2232.0,362.6,19.49,2.73,24.11,163.63,Low
2233.0,228.13,86.63,,52.39,86.05,Medium
2234.0,511.94,71.86,1.32,73.69,416.28,Medium
2235.0,220.06,,9.35,38.7,797.63,Unknown
2236.0,663.88,69.92,3.73,34.18,576.37,Low
2237.0,986.19,81.77,0.7,71.46,285.65,Low
2238.0,19.44,22.85,6.43,44.56,3.65,Unknown
2239.0,506.7,1.54,3.03,87.49,101.17,High
2240.0,312.76,69.05,8.27,9.19,29.24,Low
2241.0,283.88,4.44,6.51,57.29,737.89,Low
2242.0,92.94,72.35,4.67,63.43,496.63,Medium
2243.0,906.04,70.59,6.15,10.39,476.03,Unknown
2244.0,440.58,86.32,6.49,55.35,887.08,Unknown
2245.0,84.99,20.11,,81.42,751.52,High
2246.0,87.82,5.84,5.72,16.44,11.93,High
2247.0,598.89,93.09,9.57,50.9,609.61,Unknown
2248.0,369.96,99.25,4.97,60.07,365.53,Medium
,411.65,63.82,1.01,80.92,608.28,Unknown
2250.0,594.36,,9.34,75.96,99.32,High
2251.0,648.66,37.94,6.45,71.43,641.63,
2252.0,811.37,3.87,1.12,75.1,,High
2253.0,493.01,89.88,0.38,6.2,236.86,Unknown
2254.0,,63.78,3.75,77.47,42.16,High
2255.0,374.73,94.97,1.58,31.06,580.0,High
2256.0,897.39,18.71,7.45,31.52,205.94,Unknown
2257.0,703.69,51.04,0.36,41.29,623.89,High
2258.0,462.09,1.87,1.43,,339.65,Low
2259.0,504.87,52.28,9.68,40.33,661.24,Medium
2260.0,166.44,68.95,5.68,30.88,114.91,Low
2261.0,154.33,8.28,2.68,37.43,249.66,Unknown
,365.35,86.08,3.59,22.22,539.56,Unknown
2263.0,518.8,89.39,6.87,53.11,965.62,Unknown
2264.0,62.93,89.54,3.9,51.84,214.56,Low
2265.0,106.25,0.1,0.93,75.16,594.26,Low
2266.0,464.1,24.99,4.47,32.57,191.86,High
2267.0,229.65,18.49,9.14,20.77,289.11,Unknown
2268.0,695.53,46.99,3.22,,93.17,High
2269.0,224.4,64.89,6.9,80.37,841.6,Unknown
2270.0,70.77,93.69,4.85,28.69,267.06,
2271.0,196.33,2.11,8.61,84.58,887.12,High
2272.0,158.94,,3.83,0.89,337.8,High
2273.0,,5.25,3.34,54.72,732.39,High
2274.0,,45.38,2.27,44.39,815.88,Unknown
2275.0,162.56,5.01,9.3,36.76,787.6,High
2276.0,279.82,10.15,7.73,9.16,461.93,Medium
2277.0,415.05,37.64,3.88,,352.99,High
2278.0,775.13,77.79,3.05,50.27,857.29,Low
2279.0,388.93,33.79,0.52,9.74,754.31,High
2280.0,465.82,85.47,8.4,20.28,419.41,Unknown
2281.0,80.3,93.33,,36.91,929.56,Medium
2282.0,815.82,57.29,1.7,65.81,661.16,High
2283.0,869.09,21.8,9.97,48.32,400.59,Unknown
2284.0,209.63,57.26,4.89,16.73,43.6,Low
2285.0,19.04,95.58,4.32,81.28,44.93,Medium
2286.0,435.95,66.67,6.13,43.3,608.18,Medium
2287.0,798.02,38.74,4.48,71.87,88.74,Unknown
2288.0,722.25,45.71,6.45,55.2,580.83,Unknown
,531.79,33.02,1.58,27.08,,High
2290.0,920.82,90.25,5.8,86.21,805.02,Medium
2291.0,572.21,4.81,2.14,77.59,196.93,High
2292.0,825.36,1.39,6.99,89.29,119.15,High
,454.26,52.63,2.99,19.81,629.27,Low
2294.0,922.3,,3.76,4.28,683.3,Unknown
2295.0,76.28,11.84,1.15,67.73,969.91,Unknown
2296.0,303.91,0.79,9.47,72.76,24.79,Low
2297.0,704.52,13.24,8.26,13.43,541.54,Low
2298.0,297.42,56.03,9.03,,715.56,Medium
2299.0,739.16,93.2,2.52,70.82,678.43,High
2300.0,74.69,21.66,8.57,76.24,94.63,Medium
2301.0,366.38,,1.62,49.41,911.5,Low
2302.0,115.88,36.33,0.48,70.5,890.73,
2303.0,830.55,71.42,3.3,14.37,142.35,Medium
2304.0,530.82,22.65,6.54,37.11,526.44,Low
2305.0,292.68,20.37,6.61,52.61,523.02,High
2306.0,759.35,99.37,5.39,41.36,559.62,Unknown
2307.0,751.26,13.47,9.99,44.44,210.91,Low
2308.0,762.31,,6.25,,764.88,Medium
2309.0,341.05,39.96,8.36,33.11,527.29,Medium
2310.0,1.34,60.34,2.67,25.0,781.04,Low
2311.0,945.15,62.31,1.46,15.56,392.67,High
2312.0,917.19,35.1,,21.77,,
2313.0,308.61,49.33,2.89,57.45,701.64,Unknown
2314.0,929.28,89.41,3.95,,44.36,Unknown
2315.0,,32.06,5.08,15.58,100.35,Unknown
,,26.66,0.1,2.75,148.03,Medium
2317.0,453.55,97.47,2.88,22.53,782.12,Low
2318.0,74.19,93.13,0.56,76.35,976.69,High
2319.0,13.29,10.31,5.11,54.67,354.61,High
2320.0,34.22,72.87,2.2,3.82,943.26,Medium
2321.0,509.13,50.58,8.04,45.23,619.08,High
2322.0,272.53,10.28,9.9,93.65,,Unknown
2323.0,747.79,62.86,4.31,44.75,896.87,Unknown
2324.0,86.37,32.98,7.02,22.41,316.73,High
2325.0,807.46,36.14,8.99,35.85,477.22,High
2326.0,778.73,54.08,7.82,18.7,101.86,Medium
2327.0,489.72,38.31,4.37,65.38,643.54,Low
2328.0,,73.46,7.88,82.09,347.3,Medium
2329.0,400.25,87.42,8.69,0.86,356.49,Low
2330.0,331.16,44.5,9.78,48.15,211.23,Unknown
2331.0,,90.43,1.31,16.23,460.46,High
2332.0,892.48,6.06,1.4,32.02,894.97,High
2333.0,810.38,40.18,3.27,69.92,990.92,High
2334.0,314.41,,6.97,,442.73,Unknown
2335.0,180.45,52.64,,84.24,254.83,Low
2336.0,812.07,65.19,0.38,40.2,283.75,High
2337.0,3.85,39.81,0.36,32.06,959.86,High
2338.0,587.42,42.09,9.2,1.19,783.59,Unknown
2339.0,46.86,12.57,9.97,30.26,945.26,Unknown
2340.0,945.4,67.26,3.38,0.79,328.41,Low
2341.0,798.9,14.66,6.93,93.43,412.62,Low
2342.0,,73.39,,23.72,982.95,High
2343.0,84.91,61.99,0.72,99.45,464.4,Unknown
2344.0,903.06,14.79,9.62,52.23,669.34,Medium
2345.0,791.62,3.43,2.81,20.7,384.93,High
2346.0,585.2,38.18,0.53,89.74,80.03,Low
2347.0,955.62,43.46,9.24,32.05,878.68,Medium
2348.0,126.14,81.45,3.57,72.81,823.96,High
2349.0,,59.83,4.06,86.32,994.89,Low
2350.0,687.3,17.12,0.33,67.23,974.36,Low
2351.0,375.06,71.07,5.14,94.22,18.56,Unknown
2352.0,410.95,70.24,1.07,30.3,,Unknown
2353.0,200.6,56.76,,83.88,812.68,High
2354.0,779.2,21.55,1.27,94.64,612.35,Unknown
2355.0,847.7,94.0,8.58,73.98,155.82,Medium
2356.0,355.97,45.87,9.12,88.38,956.75,Medium
2357.0,449.84,37.57,5.19,71.46,461.6,High
2358.0,533.52,63.34,7.37,93.0,818.59,High
2359.0,841.67,54.78,,,447.13,Medium
2360.0,519.84,62.65,8.67,7.09,755.88,Medium
2361.0,673.19,21.52,1.62,81.05,397.46,High
2362.0,707.28,89.1,8.78,25.76,197.18,High
,414.88,28.41,9.86,53.55,173.3,High
2364.0,888.49,51.32,5.95,33.1,29.88,Medium
2365.0,908.71,48.14,1.0,82.92,261.13,Low
2366.0,298.73,79.63,4.66,52.14,135.98,Low
2367.0,85.32,16.4,0.23,44.62,295.85,High
2368.0,372.44,25.79,9.69,38.66,426.1,
2369.0,989.33,,2.76,38.12,593.11,Medium
2370.0,26.33,77.69,0.87,81.65,57.82,Medium
2371.0,388.54,80.13,6.36,48.42,30.62,Unknown
2372.0,55.91,28.1,6.81,97.58,632.92,High
2373.0,1.82,39.14,9.59,,586.77,Low
2374.0,125.06,29.63,6.71,72.48,666.19,Unknown
2375.0,257.09,44.51,7.14,30.04,539.7,Medium
2376.0,675.48,11.7,,58.8,207.51,High
2377.0,381.19,,9.86,53.79,528.86,Low
2378.0,485.52,90.98,4.29,29.0,342.05,Medium
2379.0,661.73,85.13,9.44,35.84,814.74,High
2380.0,689.77,28.02,5.17,1.63,776.78,High
2381.0,42.08,44.5,4.04,47.46,891.48,High
2382.0,228.83,45.98,1.96,91.36,200.39,Medium
2383.0,892.35,54.48,4.8,97.75,64.96,Low
2384.0,,14.09,2.7,24.27,411.79,
2385.0,54.22,73.84,4.93,25.93,838.48,Medium
2386.0,18.98,83.74,0.53,57.17,440.42,Low
2387.0,301.64,75.24,3.68,61.8,209.6,Medium
2388.0,602.4,14.33,7.65,32.91,883.11,Medium
2389.0,899.75,34.59,8.81,63.27,142.85,Medium
2390.0,985.28,40.93,2.88,42.45,187.54,High
2391.0,823.82,,8.45,22.82,592.31,High
2392.0,707.42,25.37,9.26,82.92,117.33,Medium
2393.0,426.08,7.9,7.73,23.98,434.0,Medium
2394.0,592.79,79.03,4.45,32.91,812.29,High
2395.0,376.85,58.9,9.46,51.96,545.58,Unknown
2396.0,209.07,67.21,9.28,54.72,762.54,Low
2397.0,701.42,38.93,2.11,9.67,171.09,Unknown
2398.0,,7.87,4.26,77.32,803.83,Low
2399.0,40.97,85.84,3.69,8.64,321.73,Low
,861.09,84.62,8.16,,633.48,Medium
2401.0,895.63,42.29,8.45,45.58,520.81,Medium
2402.0,586.07,54.62,2.63,45.64,335.27,Unknown
2403.0,676.23,6.03,6.31,52.11,275.62,
2404.0,501.92,67.17,1.32,95.65,732.46,Medium
2405.0,960.32,,7.79,39.97,220.94,Low
2406.0,231.74,4.04,3.06,36.47,616.96,
2407.0,734.17,8.48,8.6,83.23,606.98,High
2408.0,889.16,48.61,3.62,87.39,960.8,Medium
,657.37,59.65,8.84,75.66,423.81,High
2410.0,207.12,20.99,3.53,50.46,75.71,High
2411.0,817.99,8.6,4.91,29.17,13.71,Low
2412.0,418.61,96.83,5.4,47.88,646.23,High
2413.0,666.69,85.79,2.0,17.49,436.13,Medium
2414.0,965.18,89.3,6.31,28.27,696.45,Medium
2415.0,815.14,,1.67,36.78,411.92,Medium
2416.0,227.91,17.42,8.94,94.9,535.17,Low
2417.0,626.38,54.06,7.67,12.78,5.54,Medium
2418.0,174.39,51.39,7.42,,557.15,High
2419.0,391.7,51.23,,,773.09,
2420.0,167.24,43.96,2.74,24.9,121.2,Medium
2421.0,980.91,89.22,9.37,82.84,312.08,Low
2422.0,342.08,20.86,9.53,7.58,926.55,High
2423.0,47.04,,3.09,5.1,584.77,Unknown
2424.0,992.64,97.14,1.99,9.5,967.59,Medium
2425.0,396.1,78.99,1.83,28.36,259.47,Low
2426.0,833.86,79.54,7.95,87.23,480.08,Medium
2427.0,832.32,27.83,3.74,91.56,233.99,High
2428.0,209.03,3.18,,26.95,450.83,High
,293.56,65.57,2.43,50.29,656.51,High
2430.0,215.9,53.0,9.13,97.69,221.24,Low
2431.0,893.27,,2.98,57.74,545.45,Unknown
2432.0,385.12,21.14,3.1,29.44,623.6,High
2433.0,365.25,66.43,8.5,,495.81,Medium
2434.0,0.61,17.59,9.81,26.18,26.94,Unknown
2435.0,,86.43,8.42,5.21,779.05,High
2436.0,539.51,24.35,5.44,81.57,164.27,Low
2437.0,,3.75,5.48,24.94,863.51,Unknown
,525.18,6.7,6.07,70.17,154.56,High
2439.0,324.65,91.51,4.91,61.29,870.75,Medium
2440.0,854.18,21.87,2.86,62.99,941.45,Medium
2441.0,465.07,78.39,4.22,2.41,141.41,Low
2442.0,737.73,14.67,6.02,2.88,752.17,Unknown
2443.0,785.94,21.05,7.1,49.13,160.29,Unknown
2444.0,619.93,6.35,8.1,45.48,689.91,Unknown
2445.0,249.75,73.05,2.44,60.91,929.73,Medium
2446.0,522.78,23.64,2.57,19.61,731.87,Unknown
2447.0,175.01,48.94,0.76,41.19,123.81,Medium
2448.0,465.86,73.8,0.93,93.69,566.81,Unknown
2449.0,924.09,,6.67,41.99,621.37,Medium
2450.0,764.73,11.32,1.0,2.31,,Low
2451.0,132.17,51.6,5.45,84.25,720.22,Medium
2452.0,120.17,33.18,0.55,43.73,694.67,Unknown
2453.0,273.78,49.83,7.0,24.26,521.91,Low
2454.0,150.22,64.71,2.13,0.81,301.83,Medium
2455.0,677.43,38.32,3.61,0.09,402.03,Low
2456.0,159.76,21.66,8.61,29.69,369.82,High
2457.0,104.28,7.81,,21.67,798.33,Medium
2458.0,626.51,14.21,1.74,39.56,385.85,Low
2459.0,640.04,65.33,8.02,95.06,343.5,Medium
2460.0,18.22,65.01,8.49,79.07,813.13,Low
2461.0,11.53,70.42,5.75,59.56,230.99,Low
2462.0,287.28,50.1,0.81,97.34,430.61,High
2463.0,903.64,19.75,7.98,36.65,703.01,High
2464.0,121.14,34.85,0.85,53.71,448.78,Low
2465.0,625.69,60.0,2.73,9.48,706.6,Low
2466.0,819.05,37.98,9.12,87.5,833.2,Low
2467.0,330.4,74.66,1.8,15.49,14.75,High
2468.0,656.52,97.49,2.74,23.53,525.04,Low
2469.0,458.74,75.81,1.55,1.65,818.78,Unknown
,90.87,46.98,1.88,51.79,56.17,Low
2471.0,897.22,17.13,1.95,10.64,464.07,High
2472.0,716.78,0.65,6.58,73.64,,Low
2473.0,835.7,74.56,2.29,,281.94,Unknown
2474.0,407.82,96.58,8.33,65.1,694.56,Low
2475.0,632.03,91.65,0.97,98.84,25.55,High
2476.0,29.82,32.9,4.49,45.27,735.52,Low
2477.0,994.44,59.3,5.3,17.06,767.49,High
2478.0,658.7,77.63,7.42,78.43,273.66,Low
2479.0,122.38,60.29,1.7,16.66,323.05,Medium
2480.0,701.3,50.42,6.4,94.54,764.88,High
,974.14,37.65,4.81,75.37,983.79,Unknown
2482.0,480.55,37.4,1.51,,678.26,High
2483.0,579.21,36.83,3.71,43.51,474.35,
2484.0,82.41,54.53,4.41,56.05,776.6,Unknown
2485.0,10.17,60.88,3.93,11.32,885.97,Medium
2486.0,817.47,9.81,7.06,99.45,589.53,Low
2487.0,,5.32,4.96,2.39,826.05,High
2488.0,518.86,21.58,6.92,87.05,870.41,Medium
2489.0,768.18,14.38,3.11,73.15,232.53,Low
2490.0,304.53,55.27,8.43,33.85,821.62,Low
2491.0,233.99,22.68,7.59,44.58,150.7,Low
2492.0,937.47,77.68,0.17,37.61,828.07,Low
2493.0,883.81,99.53,7.79,26.48,928.32,Unknown
2494.0,992.08,43.56,2.72,72.81,801.56,Medium
2495.0,593.24,43.05,2.24,9.98,517.46,High
2496.0,799.56,53.23,9.59,64.01,956.27,Unknown
2497.0,809.03,82.25,5.77,60.27,319.59,High
2498.0,674.19,62.36,9.3,89.83,257.43,Unknown
2499.0,901.03,7.5,5.36,25.06,992.8,Medium
